D2C1EDFC-9084-3FF2-B737-565E67FA59C9
1) 79419598D0733AA9BC988F218BB762, 50p, 30j (13-11-6), 19s (65-46)
12) DECDFEDD01163FD3B1179F0C8EBA48, 14p, 10j (4-2-4), -1s (17-18)
13) DFA8883ECD9134458B82DEF64AC44E, 14p, 10j (4-2-4), -2s (16-18)
14) FDF5A29D9D6B3075BE4C5F7040CF32, 14p, 13j (4-2-7), -5s (26-31)
15) C6588AA1323B33DC8173261F9B8A62, 14p, 14j (4-2-8), -7s (29-36)
16) 5431A5E39BCD3F4D8050FF98C31849, 12p, 7j (3-3-1), 6s (12-6)
17) 965F7237EB2E3C5EAF83DDBB41FF7E, 8p, 9j (1-5-3), -2s (16-18)
18) F91CEDEF397D3027B3C6A4E9CB8042, 6p, 11j (2-0-9), -17s (16-33)

D10DD044-C9D7-3E22-8879-7D3397F92CAF
1) AFCE529744F33953A08347E471AB9B, 342p, 226j (100-42-84), 22s (474-452)
2) C4DF6C4843BA389CBBFEDF82557735, 322p, 220j (92-46-82), 27s (464-437)
3) F651386CA88733B69A0A3BFE24E0C7, 282p, 198j (82-36-80), -1s (395-396)
4) F781EF91EA693E0F8B254FB39B69D6, 281p, 198j (77-50-71), -18s (392-410)
5) C3AD7E4275A532AC8DEA2C5F05260A, 279p, 190j (77-48-65), 23s (398-375)
6) 797E8919310B30C0B1435359D61558, 278p, 215j (78-44-93), 8s (413-405)
7) 8CBC455775F030AF9E5BC003C57ED9, 274p, 214j (75-49-90), -34s (401-435)
8) 529DEED004653873BF5E9FDAA46B7D, 269p, 204j (77-38-89), -34s (395-429)
9) 6FF3EC5B115D3D5F8178C6E7F15BF7, 250p, 183j (71-37-75), 7s (356-349)

14279A9E-1E80-3053-9753-8CCEBD294A82
1) 4B3D7E50BEA4306996BD5071D043BA, 26p, 12j (8-2-2), 12s (30-18)
2) 2185D929A3B03113A5BBC35F8FC2EA, 25p, 14j (8-1-5), 6s (31-25)
3) 3F94AF55698C3809AD29B359DFAB4A, 24p, 15j (7-3-5), 4s (31-27)
4) 91CBC3BBC13933B5A0CC1C282075BD, 24p, 15j (7-3-5), 0s (24-24)
5) 9EC4B7A25EDE357986015BA7BE7C0C, 24p, 21j (6-6-9), -8s (36-44)
6) F0CEFFA89CF53BDBB1C650A2595FAA, 23p, 19j (7-2-10), -12s (31-43)
7) E0D598CB19A03E70B9E937E18265D0, 22p, 12j (7-1-4), 8s (28-20)
8) 4244B6B2529E3B178C2E81200D92DF, 21p, 16j (6-3-7), -1s (38-39)
9) 948ABAD0033730F2B27A7E0A927421, 21p, 18j (6-3-9), -9s (36-45)
10) B73C05196F663E319ED85853A93686, 21p, 19j (5-6-8), -5s (33-38)
11) C0702014F8EB33E7A4622E129B7B10, 20p, 10j (6-2-2), 11s (24-13)
12) 6F8C44DBCD5D3EC29DCA1E5F198F97, 20p, 11j (6-2-3), 5s (26-21)
13) F0E79AAF98F33C66A7A0FE544EEBB2, 19p, 11j (6-1-4), 4s (28-24)
14) 8E203D150F5A3BD583E7A781492A6F, 19p, 14j (5-4-5), -2s (29-31)
15) 0211D22C1B803E36AF64D24A9E7B17, 19p, 17j (5-4-8), -9s (28-37)
16) A976B7E753383B2083ED9A49176404, 17p, 12j (5-2-5), 7s (26-19)
17) 06A10C7D2CC53F73B2637B54B5B298, 17p, 13j (5-2-6), 2s (19-17)
18) E9EE3F77501A35CB99AC8B84B50ADC, 16p, 11j (5-1-5), -1s (19-20)
19) 737BFB6D406930EA9BAC011C16F5F7, 14p, 8j (4-2-2), 4s (19-15)
20) D012EAACC6473FECB44D65E8798B55, 12p, 7j (4-0-3), 5s (19-14)
21) E74D533F757A39FD9D8E4E25FB6A60, 12p, 13j (3-3-7), -4s (22-26)
22) 3726F6CAA8A4388882F6141897E914, 11p, 7j (3-2-2), 4s (17-13)
23) A0910F7475373E6391A9B06B7D2AEF, 11p, 10j (3-2-5), -1s (15-16)
24) 869FB6D7ADE5374C95F1BC593757DF, 11p, 9j (3-2-4), -4s (17-21)
25) 69B9F72E850E36FDB685DD85C43295, 11p, 11j (3-2-6), -11s (22-33)
26) 3D5A526EE6EC3164B929597D08AF6C, 8p, 5j (2-2-1), 2s (7-5)
27) 9C9A876E316034CA997A6D64669BF9, 7p, 8j (2-1-5), -7s (10-17)

24A2FB69-5201-39A1-A06A-70F9A58C5E4A
1) 47142F097F9B3D7EB79EB88E76B6C7, 27p, 16j (9-0-7), 3s (29-26)
2) 0AEBC1823ED63741AAD1D2A9F5A4E9, 27p, 14j (8-3-3), 11s (36-25)
3) 4B7D7B65822D3CAE9BD9D66A22C9FE, 23p, 15j (7-2-6), -4s (27-31)
4) 5CE6631925773715A164B7CC56F1A6, 21p, 12j (7-0-5), 6s (31-25)
5) 92171A75859D3D3897E9BA601E9979, 20p, 12j (5-5-2), 9s (28-19)
6) 83C062D13CF23F429346D1894D8403, 19p, 9j (6-1-2), 12s (24-12)
7) F14CAF0FA6913DEC95A7E2BBA6E5A2, 19p, 10j (6-1-3), 8s (25-17)
8) 0754BC69DA5D37CB904787B6A85898, 18p, 9j (6-0-3), 4s (20-16)
9) 88436FE575E33AF5BCD7333B787FA9, 18p, 13j (5-3-5), 4s (29-25)
10) D949B47A95E73A9388CACDABB722CC, 17p, 15j (5-2-8), -6s (23-29)
11) C0F62F2599FF3BD99324B1105544A1, 15p, 12j (5-0-7), -7s (21-28)
12) 42AA6DDE5ACA327B86117435FAEF7F, 15p, 13j (4-3-6), -5s (24-29)
13) BFD55B22592131C4BA72013F893579, 13p, 9j (4-1-4), 1s (23-22)
14) 77BFC265C302396E947FD92EF4B88F, 13p, 10j (4-1-5), 1s (18-17)
15) 98ED7D81CF7231838C9BB37C3BD357, 13p, 9j (4-1-4), -1s (19-20)
16) 2CDD173E7F003D789FF97AE260FF25, 13p, 9j (4-1-4), -5s (18-23)
17) 09DE02B8820D338AB9F4A22A414E56, 13p, 10j (4-1-5), -6s (14-20)
18) AE0EBC33A6B93304A24BABC9E1A4EB, 13p, 13j (4-1-8), -9s (23-32)
19) E5787DC66DCC39F8B9405A69FB590A, 12p, 8j (3-3-2), 2s (21-19)
20) B189DF7A547F3B97BB847B5E68E020, 11p, 9j (3-2-4), -8s (15-23)
21) 92E6B7A0891A3557A0AC9ACC289A50, 10p, 6j (3-1-2), 4s (14-10)
22) C6A84315A08C3427801C04AA31026D, 9p, 6j (3-0-3), 2s (11-9)
23) 31D345DEA82B3DFB89D32D6F6AD828, 8p, 7j (2-2-3), -2s (8-10)
24) C7F05478EF6B3A3DB6AE1DD0FAE585, 8p, 12j (2-2-8), -10s (21-31)
25) D6A633070F6B3D2989841B5043FA5B, 6p, 4j (2-0-2), 1s (9-8)
26) 01183226225C3C76BA498FB7EA2A9B, 6p, 8j (2-0-6), -5s (14-19)

972AC4D9-6571-3AD2-BD19-05149CD9843A
1) 816863719AA438458CCCD105153BA7, 109p, 68j (32-13-23), 20s (165-145)
2) 6870DEAF4659332DB0EC0FDCE739E2, 105p, 67j (29-18-20), 7s (144-137)
3) BDB37AFB7170394EAD7F2F09DF3521, 104p, 67j (29-17-21), 6s (136-130)
4) D92182DB59F3369189149CB967BA83, 101p, 68j (30-11-27), 5s (148-143)
5) EF4127CC0D8E33769961CB48BA4312, 97p, 66j (29-10-27), 18s (150-132)
6) 053366B41EF43071AA762895F794E5, 95p, 66j (27-14-25), -12s (137-149)
7) 466F660804903D50AFC60FDF30803D, 94p, 61j (28-10-23), 14s (132-118)
8) 5098F424EDA6367A9916C22BC21625, 90p, 67j (26-12-29), -22s (121-143)
9) 671B664F4C4935618F7D1A6EECF8E5, 89p, 66j (26-11-29), -5s (132-137)
10) 927B8267A73336C2A414DA0D076326, 89p, 65j (23-20-22), -1s (141-142)
11) 7F3A908E0FC93207BD725DDF71B4BC, 88p, 54j (25-13-16), 18s (120-102)
12) 15206EB43A8A3CC99E0EB801FD99A0, 87p, 58j (26-9-23), 8s (133-125)
13) 9D8EB9834A5331859488E91F8F39B5, 87p, 70j (22-21-27), -1s (143-144)
14) 469D8C8DBB1E3DF98C314EB9709E0D, 85p, 70j (25-10-35), -22s (135-157)
15) 33C523491F0B332B934888246DF797, 84p, 58j (25-9-24), 4s (113-109)
16) 57778C0D52DD363D94EA46C9435FAA, 84p, 57j (24-12-21), 19s (121-102)
17) E0BA194B0BC93E8ABE691E09B6D78F, 81p, 66j (22-15-29), -15s (126-141)
18) 5B85F15907BC3A138D0E2E56CE5F12, 80p, 62j (22-14-26), 5s (124-119)
19) CC14153D4D18357EA40E4B4242AEF6, 80p, 61j (22-14-25), 2s (121-119)
20) 0D5AD5C44F513FA4B23CFED362B42E, 61p, 65j (16-13-36), -48s (106-154)

D0D00A30-4441-3509-9B15-41B27FB573AE
1) F79AE4C0C4FA359E9AA3DC1ACA7373, 120p, 71j (36-12-23), 28s (164-136)
2) 5F3C2DC4F9713363828029CB144040, 112p, 72j (33-13-26), 22s (165-143)
3) 48254EBC7C713975B4B7DFB8C8C7A1, 110p, 71j (32-14-25), 23s (144-121)
4) C9A48D5D5FC439D1BB29F176A68819, 110p, 70j (31-17-22), 24s (149-125)
5) 1248757462EB338FBF7256EE3D05AB, 108p, 64j (30-18-16), 19s (140-121)
6) E83D65C2CF4B31BBBEF3A8F4CA0264, 107p, 66j (33-8-25), 10s (140-130)
7) 580E7BB5558A3965B6BECA31B28F77, 104p, 66j (31-11-24), 0s (127-127)
8) F027B146BA543FCA8CD23D1F023D47, 103p, 76j (31-10-35), -3s (152-155)
9) 4F1F86DDECCF31E28CDE238FABAE3B, 103p, 69j (29-16-24), 5s (142-137)
10) 593D7156DFEA3E28B30831E8C4B91A, 100p, 75j (28-16-31), -15s (148-163)
11) B76FA2DB32F4362693A013B9043746, 97p, 69j (29-10-30), 5s (135-130)
12) 32D45FF3EE7E39AD98947C549A6921, 95p, 64j (26-17-21), 4s (117-113)
13) 2C3DEEB2EC3E39F799CCE1EC367F86, 94p, 68j (28-10-30), 8s (152-144)
14) BD75B64B8B7C3F8EA27A268E36A3A4, 92p, 74j (26-14-34), -27s (131-158)
15) 6F9B63D0A2B53CD890AD811B50EF7E, 91p, 67j (26-13-28), -6s (135-141)
16) D4E6A2C7310E351AB150DFE6746855, 89p, 58j (27-8-23), 5s (134-129)
17) 07EBB11BDB743493AF517CC504E3AE, 85p, 56j (24-13-19), 9s (119-110)
18) AD5EF8E2C5F3322DBD3AB0CC2E4520, 83p, 73j (21-20-32), -24s (123-147)
19) FA22DA0CF4843DD08F8CB2F106E3B8, 76p, 54j (21-13-20), 7s (120-113)
20) 3AD9AB4144A93400BC0E5A6280778A, 75p, 76j (18-21-37), -33s (123-156)
21) B3BF4C1F11973AACB5ED8651C6D433, 73p, 56j (21-10-25), -1s (105-106)
22) 98BCD68444233CAA8A5E38EE1415E9, 70p, 61j (20-10-31), -25s (116-141)
23) 8F3225354EFE30D699BA2AF80A2940, 68p, 52j (20-8-24), -10s (85-95)
24) 4CAB67B435BF3A89A0E8FA3B6CEBB0, 68p, 66j (18-14-34), -25s (122-147)

047674D8-8AD0-32B5-A737-89A1A02B541B
1) F666D904317233D6A42C585F44EB51, 9p, 3j (3-0-0), 7s (9-2)
2) 19DB47DF689D3050BC89C8A521C8E4, 9p, 4j (3-0-1), 3s (10-7)
3) 55B384B320C532E58D72DF5FE029E0, 6p, 3j (2-0-1), 2s (11-9)
4) 0B5C3A6E942935149AC619A1EB44AC, 5p, 3j (1-2-0), 2s (8-6)
5) 78EFA3EA4722314B87F90376AD48CE, 3p, 1j (1-0-0), 4s (4-0)
6) 767EC2B9CF713D9EB74C68A14779FB, 3p, 1j (1-0-0), 3s (4-1)
7) 2D140778C3373D578D3B247DC08F72, 3p, 1j (1-0-0), 3s (3-0)
8) EA40F51F0C5C39628AD24CC1ED4306, 3p, 1j (1-0-0), 2s (3-1)
9) 075C9629498D31D19B0409A01998FB, 3p, 2j (1-0-1), 0s (5-5)
10) CFBFD5450EFA3B75B6DF24497EED66, 3p, 2j (1-0-1), -1s (6-7)
11) 699DE1D6497C34E486DE4BCDB280AD, 3p, 2j (1-0-1), -1s (4-5)
12) 7F2842448D2537E8B64BE6F97D482A, 3p, 2j (1-0-1), -1s (2-3)
13) BD5ECFC6570939A1AF70AC4F660DE2, 2p, 2j (0-2-0), 0s (5-5)
14) 5BDE93D7C3893D1EB626F401DBEA61, 1p, 1j (0-1-0), 0s (2-2)
15) DFF2C625BF233C068411DDB6308E89, 1p, 1j (0-1-0), 0s (2-2)
16) 9709AF196BF431B3B17D75BE8AA004, 1p, 1j (0-1-0), 0s (1-1)
17) 3A81DA9C78B83063A804E567615613, 1p, 2j (0-1-1), -1s (4-5)
18) E9A485783E7E334C81EC85EF922759, 1p, 3j (0-1-2), -2s (8-10)
19) 2500A14E68793ABE9DBAC9CCBB2E8B, 1p, 2j (0-1-1), -2s (3-5)
20) 1F7E04908EAA399D94BE967CB6F644, 0p, 0j (0-0-0), 0s (0-0)
21) 9BD309D495B73D42AA02A392B7F7F2, 0p, 0j (0-0-0), 0s (0-0)
22) B686410E82B93A5984113B76588BAE, 0p, 0j (0-0-0), 0s (0-0)
23) 1A69B13E26AD389CA657193324445C, 0p, 1j (0-0-1), -1s (3-4)
24) 0D9738DCF3363CBFA0C7AF8E7A7E54, 0p, 1j (0-0-1), -2s (2-4)
25) 2BDF5BFA92F53DB6A50EA9FFF9A63B, 0p, 1j (0-0-1), -2s (2-4)
26) 584F5751E1EC35CE8FCC8DE48DF1C8, 0p, 1j (0-0-1), -2s (2-4)
27) 9AA45CBA008D3894BCF5342B6D234C, 0p, 1j (0-0-1), -4s (0-4)
28) D1181630D45532249F869A241F357D, 0p, 2j (0-0-2), -7s (1-8)

8008706A-888E-3CC3-AEA3-30508F960E11
1) D0002C10BE88388D8F764744BDC6BF, 54p, 37j (15-9-13), -1s (76-77)
2) C6340DFC3ED931B7BADB7FB58950FB, 48p, 31j (14-6-11), 12s (73-61)
3) F66374D94DF53AEFB00D3D8BB56255, 47p, 29j (14-5-10), 6s (62-56)
4) 42A89C1D4EA733E4927335F8D557DF, 47p, 29j (14-5-10), 5s (64-59)
5) 710FF54DC15E395E9FB69AB8BE1DCD, 46p, 22j (13-7-2), 21s (54-33)
6) EF481FBD0CB9353B924AFA0090B98A, 46p, 31j (13-7-11), -7s (60-67)
7) 9680CDDD3C7A363AACA2E07B70C43C, 45p, 25j (13-6-6), 17s (57-40)
8) C272C7B56279346692B47247A22859, 43p, 25j (13-4-8), 17s (59-42)
9) 16840C7A91B6398FAF80509732427B, 42p, 26j (12-6-8), 9s (56-47)
10) 5CFAE5F47B713A0C8E1C1CC9CD2FB5, 40p, 24j (12-4-8), 14s (56-42)
11) 0AEC06125B6E3E0AA6CDDC04204F22, 40p, 26j (11-7-8), 2s (57-55)
12) 24F892D6BA1B3F1EBDA94C92A9F39D, 40p, 31j (10-10-11), -1s (57-58)
13) 63012F76999636C995F9ABFF5ED6DA, 39p, 28j (11-6-11), -5s (53-58)
14) E8E33AE04D24300F9C2771045D8167, 37p, 25j (11-4-10), 11s (59-48)
15) 729F67975BFC3F19AC27401E16DFA1, 36p, 27j (10-6-11), -11s (49-60)
16) 00A4F0AC38CD3F678F9CECA49F0E7C, 34p, 24j (9-7-8), 5s (53-48)
17) 6F20789DC9863DD3B0894088C74D3E, 34p, 33j (7-13-13), -16s (65-81)
18) 7CE9A5E4FE053411AEFAAD0AE7A346, 32p, 29j (8-8-13), -9s (43-52)
19) F4D3F931718438ADB5BAC1F484534F, 31p, 24j (8-7-9), -6s (44-50)
20) E7DEA0CDFCB3300AB36B24E08D6683, 30p, 26j (9-3-14), -14s (45-59)
21) D636140A76D53122894AF33CF3E96C, 29p, 19j (9-2-8), 5s (34-29)
22) D4AF58F47EB2311DBC051EA5852BE0, 29p, 25j (7-8-10), -4s (41-45)
23) 44382DE857DB35669BA206634DA728, 28p, 24j (8-4-12), 0s (50-50)
24) C9D888D48A533941BF431C7D86DEB8, 28p, 22j (6-10-6), 2s (40-38)
25) D86C1C0EE1653C93A3042FF673E927, 24p, 19j (7-3-9), -3s (36-39)
26) A267AD79AB063072BEB1153283145C, 24p, 23j (7-3-13), -12s (43-55)
27) 97A9E765BEAD3431B1C5A7D3600ACB, 24p, 26j (6-6-14), -20s (39-59)
28) 93D9E9F11E73333F8FCF1CC49ECB3E, 23p, 19j (7-2-10), -3s (34-37)
29) 1CAE4C57B7F038A4AB6B2E21D14282, 22p, 15j (7-1-7), -2s (31-33)
30) 2046ABA5939136D28404C61693A1B9, 19p, 22j (4-7-11), -12s (43-55)

7A89D0B8-C58D-36A1-AE72-2740D0A6BF8F
1) A39CD1B92BFA38D3B3B2152E3AEDBB, 15p, 8j (4-3-1), 1s (14-13)
2) 8A73076F0EFE39939FCAA49B879655, 14p, 8j (4-2-2), 6s (19-13)
3) 3FF892AEB1BE3A1597530463216012, 12p, 4j (4-0-0), 7s (10-3)
4) F36A35A4F3123DE0953E4594EFDB7C, 10p, 5j (3-1-1), 4s (10-6)
5) 732C920A0BAD384EABF941F3535A65, 9p, 6j (3-0-3), 2s (16-14)
6) 6E591207D8823D6E98ADD821C98B82, 9p, 5j (3-0-2), 2s (11-9)
7) E56BFE22419333D384DD2B949BBDB0, 9p, 6j (3-0-3), -3s (9-12)
8) 035A4C68DFF4366488D9CB3B398B4C, 9p, 6j (2-3-1), 4s (14-10)
9) E47AF68C0F47385580016B6B934A60, 6p, 2j (2-0-0), 4s (4-0)
10) 8D54EC165873345D88DB08ED389921, 6p, 2j (2-0-0), 3s (4-1)
11) 64B9E6E5E89836758FBC0C707410C4, 6p, 2j (2-0-0), 2s (6-4)
12) 35220BFA137F30E2946D1D35EC92A3, 6p, 4j (2-0-2), -1s (7-8)
13) 7B9CE357FD973FD6B22C1AC4001FC7, 6p, 4j (2-0-2), -1s (5-6)
14) 660014ED404131EB964B4E7B617261, 6p, 4j (2-0-2), -2s (5-7)
15) 09ADEDBD77363BEE823BD75EE3703E, 5p, 3j (1-2-0), 1s (3-2)
16) 6729E3CD2FAE30AFA918B69B48A72B, 5p, 5j (1-2-2), 0s (13-13)
17) 5B52025286D232D3AF3DB948599E93, 5p, 6j (1-2-3), -3s (8-11)
18) 277A7CFFD0CC37F4A0994437A46B82, 4p, 2j (1-1-0), 3s (6-3)
19) 2B77D6AB071E36CF8A6B9EB05AB1AE, 4p, 2j (1-1-0), 2s (4-2)
20) F337289BAD3039E78DE5742CAA1C0B, 4p, 4j (1-1-2), 0s (8-8)
21) 1E2BB96227F83D5DB5FC5239C3B78E, 4p, 3j (1-1-1), -1s (5-6)
22) 55F8AC9A9ACE3C6FB956F7681F3629, 3p, 3j (1-0-2), -2s (5-7)
23) 67073415A2AB31578739A4AEA2A0BE, 3p, 2j (1-0-1), -2s (3-5)
24) 77A7AA4280F130908F8AC3DA7E23C8, 3p, 6j (1-0-5), -6s (9-15)
25) 02D71A235D153187929BF874B0EB2A, 3p, 7j (1-0-6), -9s (10-19)
26) AA4271B56E29356C9284E41F38F231, 2p, 2j (0-2-0), 0s (5-5)
27) 1E8D0A0936FC3C21AE750BCC58CCD8, 1p, 3j (0-1-2), -3s (3-6)
28) 716E204421423503AEAE44806A79E0, 0p, 2j (0-0-2), -2s (5-7)
29) C4A26403AA1339F2B62E111851D03D, 0p, 1j (0-0-1), -2s (2-4)
30) B861B36F053E31C99E3F0E8BD4F1E0, 0p, 3j (0-0-3), -4s (5-9)

2A68E5C2-DF0F-3EE3-A967-2652E5C6949A
1) E07BFBDC3B3E3BB485D6BCEF5BC2B0, 45p, 35j (13-6-16), -12s (74-86)
2) 612D89CF03ED35719F9713B1A65EAB, 41p, 33j (11-8-14), -3s (62-65)
3) DEC52339F0733B2686492641471477, 40p, 26j (11-7-8), 14s (62-48)
4) 43CE7CAA87DB36FAA6F0FE06EEC9A4, 38p, 28j (11-5-12), 3s (52-49)
5) 23B575FACD54340894AD7AA59FA7D0, 38p, 25j (11-5-9), -1s (57-58)
6) 626F3014B588312D87923B1933B001, 36p, 24j (10-6-8), -1s (52-53)
7) 2FDB390DAA503C39822A1506A9A245, 35p, 21j (10-5-6), 13s (50-37)
8) 0DDE30425B1D35E98F64F17B481819, 35p, 23j (9-8-6), 5s (48-43)
9) 54B705CBB6303983B8AAC546AB3D45, 35p, 30j (9-8-13), -14s (50-64)
10) 750CF9D0FFD93DF1BBB4CC7B25A0EA, 33p, 23j (9-6-8), 4s (58-54)
11) 6C4E880FBAAE3A4B91E8B768FA981A, 33p, 24j (8-9-7), 0s (49-49)
12) 830A99C0BE4E31F9AD1EE056FC3245, 31p, 21j (10-1-10), -6s (41-47)
13) 9E3E2C6D4BFF3D6BB5E279FB3B42AC, 18p, 19j (4-6-9), -2s (45-47)

CACCF653-614A-3367-8671-37AFE7CCFE6E
1) EBF4DD2347393B1F9238F26DB78B4F, 70p, 32j (22-4-6), 38s (80-42)
2) A5424CA73B6E343FA77856FC7754F3, 70p, 34j (22-4-8), 22s (78-56)
3) C43D24B963DD3B64851BA4F1A31111, 64p, 35j (19-7-9), 25s (89-64)
4) 0D542A62184730559627C3E4C62EFA, 64p, 43j (19-7-17), -1s (88-89)
5) 068E846D170F3566BBD4717F65D213, 63p, 35j (19-6-10), 21s (73-52)
6) 907A3F371F42353080DAE0649F47D6, 54p, 34j (16-6-12), -3s (67-70)
7) B222EB135874361D9F58C6BFAF0CB5, 45p, 25j (13-6-6), 15s (63-48)
8) 29479F31656933CB8C39FD5AA9F2B4, 45p, 42j (13-6-23), -14s (79-93)
9) BC5A3B341EF5388AA1CB39CBFCD94F, 44p, 33j (13-5-15), -7s (68-75)
10) 575FC49BA85D301086F6EF8C87F2FD, 44p, 27j (12-8-7), 3s (46-43)
11) 2890ECD1BF8837308CC3F77B30A049, 42p, 34j (11-9-14), -5s (72-77)
12) 90098EFCECEE3E1094A2D8F2FFA4EA, 40p, 26j (12-4-10), 9s (57-48)
13) 3C80343DC6C3348E95EECAD3DD2D40, 40p, 34j (10-10-14), -7s (62-69)
14) 4E332927D9AE3508BDBC7739CD6484, 38p, 30j (11-5-14), -5s (53-58)
15) 8CD71C1111BA35E7B71740C5A03942, 36p, 28j (10-6-12), -8s (50-58)
16) DA9D23CE2FFA3795A9B3E95A8FDCB6, 35p, 21j (11-2-8), 4s (44-40)
17) 0E5DE46E82DB3A749CDAAE20A27C54, 35p, 26j (10-5-11), 6s (57-51)
18) 544441D3CBA634FCB9E25DFB836683, 34p, 28j (9-7-12), -2s (58-60)
19) 542036B2D7DA389391A8AEC1F6E74A, 33p, 36j (9-6-21), -23s (69-92)
20) 062AABDFB07937DE8994D3A5C78605, 32p, 22j (8-8-6), 2s (38-36)
21) D0CD59F0E8EB3F28B265C0CBA1CF15, 31p, 27j (9-4-14), -8s (56-64)
22) 5DED2F23BF0D31AC8A82177846CFFE, 31p, 30j (8-7-15), -17s (52-69)
23) 136C33BA89813C0A837F6E2121FB45, 29p, 29j (8-5-16), -17s (49-66)
24) 355F04477BDD39E98CAF918CA17AC5, 28p, 21j (6-10-5), 3s (41-38)
25) C82FD379482D39C2BBEC83CBC28FB0, 27p, 32j (7-6-19), -20s (48-68)
26) 887C277C76503573A9951902328CD1, 26p, 14j (8-2-4), 10s (38-28)
27) 4A27F06D1702329EAE37D59F99CCC5, 25p, 24j (8-1-15), -21s (31-52)

3D4E7F08-651C-3314-AA58-328193F8FF49
1) 36DDC722F83B39BB8792516CD19B80, 690p, 496j (194-108-194), 1s (1017-1016)
2) 91FE173D53743ACB8FA1E8EB3C83DD, 654p, 472j (184-102-186), -21s (934-955)
3) E27B23F5B27A3B1AA5E2148020BA5B, 637p, 454j (181-94-179), 20s (938-918)

838B1DDC-684C-33BF-B100-D86EDB095891
1) A364B9E28DCE32DF8E9CD33FE2BE25, 31p, 19j (10-1-8), 0s (42-42)
2) C733A748F25635849A4FEB8F12ED09, 28p, 16j (8-4-4), 7s (33-26)
3) B6B4326157E83D61997F089709EA8C, 27p, 16j (8-3-5), 8s (43-35)
4) 80FE2AB97AD632F2885774211CEB59, 25p, 17j (7-4-6), 5s (45-40)
5) AC2A9FB6F40E36DAB90ECA690A1A53, 23p, 14j (7-2-5), 7s (31-24)
6) 194AB2B399BD3E84AE6B4BD5FE24DB, 22p, 13j (6-4-3), 12s (29-17)
7) 3A929A3132E3351D85CD740CF49037, 21p, 12j (6-3-3), 2s (25-23)
8) FE5367C164893C6D881AE9B369B30B, 20p, 9j (6-2-1), 10s (23-13)
9) 2D61D3D077EA301C9279A86FD450AC, 20p, 12j (6-2-4), 8s (29-21)
10) 75889DA164EF3B0FB856A4CC746C8D, 20p, 15j (6-2-7), -1s (33-34)
11) 96CA91244F593DDFABB8FA90963FC8, 19p, 13j (6-1-6), -1s (26-27)
12) 9D749FF7540C3DFA86274E8838175E, 17p, 13j (5-2-6), -3s (26-29)
13) 0AB46D200BA536DC9C5DD332FDBFD3, 16p, 9j (4-4-1), 4s (17-13)
14) 4881F9A1A006315B9F2CD55F2E7634, 16p, 14j (4-4-6), -1s (30-31)
15) 7314B503836C3A2CA9927C52C2BFD9, 15p, 11j (5-0-6), -2s (20-22)
16) DAD1FA080031372D9D880D6FC13843, 15p, 10j (4-3-3), 4s (23-19)
17) 486198BCE32E356493A5147B5EFBCA, 15p, 12j (4-3-5), 0s (19-19)
18) C68A880B3A2D352EA3C860426816D2, 14p, 10j (4-2-4), 1s (17-16)
19) 542C3DEACF013B999C3406C0E485BE, 14p, 10j (4-2-4), -4s (14-18)
20) 00584F7D9E2736B9BFDAE2054BD22C, 14p, 14j (4-2-8), -6s (30-36)
21) C24B364787F9338C8CC29C7227E605, 13p, 10j (4-1-5), 0s (17-17)
22) 5D948F24957F33F4ABB9ACF7BD4193, 13p, 10j (3-4-3), -1s (21-22)
23) 0A2E9CBDCA763CEA876B3D44DFF77F, 12p, 9j (4-0-5), -5s (19-24)
24) 21186027AE7633A9BC7D3E3BBF3A04, 12p, 9j (3-3-3), 2s (21-19)
25) 03FEF6A05207313C972519ECDE605D, 12p, 10j (3-3-4), -6s (20-26)
26) F6406A94BBBB3FE8B9A0C7BAF38D3A, 12p, 13j (3-3-7), -9s (17-26)
27) 176CD1E348A23F5FB90F0206E343E1, 11p, 10j (3-2-5), -8s (9-17)
28) E773B85F090138C587B8CD5A3610CC, 9p, 9j (2-3-4), -4s (14-18)
29) C044F0C29FE73CF99D894D733F762A, 7p, 7j (2-1-4), -6s (12-18)
30) 6EFCD7A196F938B8941C341C58EA0D, 3p, 8j (1-0-7), -13s (10-23)

DC267419-5037-3A34-AD7D-7BE33BD89528
1) 94954A55629136AEBFC741751B269A, 230p, 144j (67-29-48), 39s (300-261)
2) 4D1FC5F0DE873BDEB9BA82EC6AA629, 229p, 142j (69-22-51), 26s (290-264)
3) 44EE094F1E283516A2184CD5A5AB47, 206p, 152j (60-26-66), -18s (290-308)
4) 9A4AD34C84323480B04F044F772866, 205p, 143j (59-28-56), 18s (294-276)
5) 0A96573B44A134BF9741F2F76C302D, 202p, 139j (59-25-55), 0s (289-289)
6) 621F4E404CB63C998133340B654A6D, 192p, 138j (57-21-60), -1s (296-297)
7) 538435FC54E630D9B9938304F8B755, 180p, 138j (51-27-60), -10s (278-288)
8) 1FAD89B86D90383CA398CCEA0832F9, 168p, 132j (48-24-60), -30s (262-292)
9) 27FB730BF5433839857F8B7DDAF845, 151p, 122j (43-22-57), -24s (230-254)

A54EDFD4-4C93-3485-AC6B-5704898ECA60
1) 2BF9E2B859BF3086ADC996CE5D818E, 154p, 89j (45-19-25), 31s (200-169)
2) FA6BE1D05F783BEAA7E7B333C6FEC5, 153p, 109j (45-18-46), 18s (230-212)
